;codigo_VU;raz_social;nombre;rubro;ciiu6;ciiu4;region;provincia;comuna;coord_este;coord_norte;huso;COD_FUENTE;fuente_emision;COMBUSTIBLE PRIMARIO;EMISION PRIMARIO;COMBUSTIBLE SECUNDARIO;EMISION SECUNDARIO;EMISION MATERIA PRIMA;tipo_contaminante;ton_emision;ORIGEN;Longitud;Latitud
136413;309222;CINTAC S.A.I.C.;CINTAC S.A.I.C.;Otras industrias manufactureras;Fabricación de productos metálicos para uso estructural;Fabricación de productos metálicos para uso estructural;Metropolitana de Santiago;Santiago;Maipú;339775,0;6290725,0;19,0;CA-OR-2779;Caldera Agua Caliente;Gas Natural;5,1157777488049e-07;Gas Licuado de Petróleo;0,0;0,0;Arsenic;5,1157777488049e-07;RUEA;-70,72509196637024;-33,51103858792217
136415;5440286;UNIVERSIDAD DE LOS LAGOS;UNIVERSIDAD DE LOS LAGOS , CAMPUS PUERTO MONTT;Otras actividades;Enseñanza superior en universidades públicas;Enseñanza superior en universidades;Los Lagos;0;Puerto Montt;-41,494145943306;-72,987203324599;18,0;CA-OR-32353;Caldera Agua Caliente;Petróleo N 2 (Diesel);5,1134025637944e-07;Petróleo N 2 (Diesel);0,0;0,0;Arsenic;5,1134025637944e-07;RUEA;-165,2412967943742;-85,5257424060219
136416;5440350;FANALOZA S.A.;PLANTA FANALOZA;Otras industrias manufactureras;Fabricación de otros productos de porcelana y de cerámica;Fabricación de otros productos de porcelana y de cerámica;Biobío;Concepción;Penco;679702,0;5932663,0;18,0;HR-PCR-5042;Horno de Cocción;Gas Natural;5,1130131394558e-07;Gas Licuado de Petróleo;0,0;0,0;Lead;5,1130131394558e-07;RUEA;-72,9874216711866;-36,73475774474748
136453;5471967;VITIVINICOLA INVINA LTDA;VITIVINICOLA INVINA LTDA;Producción agropecuaria;Cultivo de uva destinada a la producción de vino;Cultivo de uva;Maule;Talca;San Rafael;271608,0;6091233,0;19,0;CA-OR-10139;Caldera Agua Caliente;Biomasa Combustible;5,069307187876e-07;Biomasa Combustible;0,0;0,0;Mercury;5,069307187876e-07;RUEA;-71,5116916460845;-35,296038500070054
136454;2221294;HOSPITAL CLINICO DEL SUR SPA;HOSPITAL CLINICO DEL SUR SPA;Otras actividades;Actividades de hospitales y clínicas privadas;Actividades de hospitales públicos y privados;Biobío;Concepción;Concepción;675589,0;5923959,0;18,0;CA-OR-24022;Caldera Agua Caliente;Gas Natural;5,0688822752531e-07;Petróleo N 2 (Diesel);0,0;0,0;Arsenic;5,0688822752531e-07;RUEA;-73,0314556340173;-36,81394586250418
136465;2221294;HOSPITAL CLINICO DEL SUR SPA;HOSPITAL CLINICO DEL SUR SPA;Otras actividades;Actividades de hospitales y clínicas privadas;Actividades de hospitales públicos y privados;Biobío;Concepción;Concepción;675589,0;5923959,0;18,0;CA-OR-24020;Caldera Agua Caliente;Gas Natural;5,0577334253492e-07;Petróleo N 2 (Diesel);0,0;0,0;Arsenic;5,0577334253492e-07;RUEA;-73,0314556340173;-36,81394586250418
136468;4585623;ELECTRICA NUEVA ENERGIA S.A.;ELÉCTRICA NUEVA ENERGÍA S.A.,  CENTRAL ESCUADRÓN;Termoeléctricas;Generación de energía eléctrica en centrales termoeléctricas;Generación, transmisión y distribución de energía eléctrica;Biobío;Concepción;Coronel;664239,0;5910743,0;18,0;CG-GEV-1816;Caldera de Generación Eléctrica;Biomasa Combustible;5,0541400500406e-07;Petróleo N 2 (Diesel);1,451567795214e-10;0,0;Arsenic;5,055591617835813e-07;RUEA;-73,15577821037337;-36,935059383784996
136484;6750;TRESMONTES S.A;TRESMONTES COMPLEJO CASABLANCA;Otras industrias manufactureras;Elaboración de otros productos alimenticios n.c.p.;Elaboración de otros productos alimenticios n.c.p.;Valparaíso;Valparaíso;Casablanca;277366,0;6309597,0;19,0;IN-GEV-14448;Caldera Industrial (Generadora de Vapor o Agua Caliente);Gas Natural;5,0524636677553e-07;Petróleo N 6;0,0;0,0;Arsenic;5,0524636677553e-07;RUEA;-71,39191957009754;-33,32979212506289
136518;645;INDUSTRIAS CHILENAS DE ALAMBRE INCHALAM S.A.;INCHALAM;Otras industrias manufactureras;Fabricación de otros productos elaborados de metal n.c.p.;Fabricación de otros productos elaborados de metal n.c.p.;Biobío;Concepción;Talcahuano;667572,0;5931140,0;18,0;HR-FS-22590;Horno;Gas Natural;5,0415740003736e-07;Gas Licuado de Petróleo;0,0;0,0;Mercury;5,0415740003736e-07;RUEA;-73,12286922214501;-36,75069943411784
136530;11651;CARLOS CRAMER PRODUCTOS AROMATICOS SACI;PLANTA LUCERNA 4925 CERRILLOS;Industria química, del plástico y caucho;Fabricación de otros productos químicos n.c.p.;Fabricación de otros productos químicos n.c.p.;Metropolitana de Santiago;Santiago;Cerrillos;342013,0;6293791,0;19,0;CA-OR-3992;Caldera Agua Caliente;Gas Natural;5,0246054720935e-07;Gas Natural;0,0;0,0;Lead;5,0246054720935e-07;RUEA;-70,70046479216042;-33,483729703621
136550;5440286;UNIVERSIDAD DE LOS LAGOS;UNIVERSIDAD DE LOS LAGOS , CAMPUS PUERTO MONTT;Otras actividades;Enseñanza superior en universidades públicas;Enseñanza superior en universidades;Los Lagos;0;Puerto Montt;-41,494145943306;-72,987203324599;18,0;CA-OR-32350;Caldera Agua Caliente;Aserrín;4,9915504118882e-07;Aserrín;0,0;0,0;Lead;4,9915504118882e-07;RUEA;-165,2412967943742;-85,5257424060219
136566;5440350;FANALOZA S.A.;PLANTA FANALOZA;Otras industrias manufactureras;Fabricación de otros productos de porcelana y de cerámica;Fabricación de otros productos de porcelana y de cerámica;Biobío;Concepción;Penco;679702,0;5932663,0;18,0;IN-GEV-476;Caldera Industrial (Generadora de Vapor o Agua Caliente);Gas Natural;4,9662039305926e-07;Gas Licuado de Petróleo;0,0;0,0;Arsenic;4,9662039305926e-07;RUEA;-72,9874216711866;-36,73475774474748
136587;1012;INSTITUTO SANITAS S A;INSTITUTO SANITAS SA;Otras industrias manufactureras;Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos;Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico;Metropolitana de Santiago;Santiago;Pudahuel;336593,0;6304878,0;19,0;IN-GEV-27265;Caldera Industrial (Generadora de Vapor o Agua Caliente);Gas Natural;4,9416931200051e-07;Gas Licuado de Petróleo;0,0;0,0;Arsenic;4,9416931200051e-07;RUEA;-70,75676273318935;-33,38296089758599
136670;4803700;CORP NACIONAL DEL COBRE DE CHILE;DIVISIÓN CHUQUICAMATA;Fundiciones de cobre;Extracción y procesamiento de cobre;Extracción y procesamiento de cobre;Antofagasta;El Loa;Calama;511801,0;7532284,0;19,0;HR-PPM-8549;Horno de Refino;Gas Natural;4,8561170470232e-07;Petróleo N 6;0,0;0,0;Lead;4,8561170470232e-07;RUEA;-68,88541746483122;-22,315160865017884
136728;245136;MOLIBDENOS Y METALES S A;MOLYMETNOS;Minería;Extracción de otros minerales metalíferos no ferrosos n.c.p. (excepto zinc, plomo y manganeso);Extracción de otros minerales metalíferos no ferrosos, excepto cobre;Metropolitana de Santiago;Maipo;San Bernardo;342350,0;6277155,0;19,0;HR-PMM-2546;Horno Calcinadores;Gas Natural;4,8340300881343e-07;Gas Licuado de Petróleo;0,0;0,0;Lead;4,8340300881343e-07;RUEA;-70,69977515737295;-33,633762792373304
136806;29391;AGROINDUSTRIAL ARICA S A;AGROINDUSTRIAL ARICA SA;Otras industrias manufactureras;Elaboración y conservación de carne y productos cárnicos;Elaboración y conservación de carne;Arica y Parinacota;Arica;Arica;362656,0;7957688,0;19,0;IN-GEV-13183;Caldera Industrial (Generadora de Vapor o Agua Caliente);Gas Licuado de Petróleo;0,0;Petróleo N 2 (Diesel);4,7676940391613e-07;0,0;Lead;4,7676940391613e-07;RUEA;-70,30075436964724;-18,46667691434291
136820;5457956;SERVICIO DE SALUD DE TALCAHUANO HOSPITAL;HOSPITAL LAS HIGUERAS;Otras actividades;Actividades de hospitales y clínicas públicas;Actividades de hospitales públicos y privados;Biobío;Concepción;Talcahuano;668843,0;5932235,0;18,0;CA-OR-17888;Caldera Agua Caliente;Gas Natural;4,7586366934458e-07;Petróleo N 2 (Diesel);0,0;0,0;Lead;4,7586366934458e-07;RUEA;-73,10888075243236;-36,740608187251645
136821;5457956;SERVICIO DE SALUD DE TALCAHUANO HOSPITAL;HOSPITAL LAS HIGUERAS;Otras actividades;Actividades de hospitales y clínicas públicas;Actividades de hospitales públicos y privados;Biobío;Concepción;Talcahuano;668843,0;5932235,0;18,0;CA-OR-17892;Caldera Agua Caliente;Gas Natural;4,7586366934458e-07;Petróleo N 2 (Diesel);0,0;0,0;Lead;4,7586366934458e-07;RUEA;-73,10888075243236;-36,740608187251645
136822;5457956;SERVICIO DE SALUD DE TALCAHUANO HOSPITAL;HOSPITAL LAS HIGUERAS;Otras actividades;Actividades de hospitales y clínicas públicas;Actividades de hospitales públicos y privados;Biobío;Concepción;Talcahuano;668843,0;5932235,0;18,0;CA-OR-17900;Caldera Agua Caliente;Gas Natural;4,7586366934458e-07;Petróleo N 2 (Diesel);0,0;0,0;Lead;4,7586366934458e-07;RUEA;-73,10888075243236;-36,740608187251645
136874;319468;CONSORCIO INDUSTRIAL DE ALIMENTOS S.A.;PLANTA 2 CIAL;Otras industrias manufactureras;Elaboración y conservación de carne y productos cárnicos;Elaboración y conservación de carne;Metropolitana de Santiago;Santiago;Quilicura;341074,0;6306277,0;19,0;IN-GEV-25141;Caldera Industrial (Generadora de Vapor o Agua Caliente);Gas Natural;2,9441047688048e-07;Petróleo N 2 (Diesel);1,7795436538083e-07;0,0;Lead;4,7236484226130995e-07;RUEA;-70,70836042881207;-33,37102022374309
136879;5214464;URCELAY HERMANOS S.A.;SOCIEDAD AGRICOLA COMERCIAL E INDUSTRIAL URCELAY HERMANOS LIMITADA;Otras industrias manufactureras;Elaboración de vinos;Elaboración de vinos;Libertador Gral. Bernardo O'Higgins;Cachapoal;Olivar;326393,0;6210887,0;19,0;IN-GEV-31661;Caldera Industrial (Generadora de Vapor o Agua Caliente);Gas Natural;4,7195997003198e-07;Petróleo N 2 (Diesel);0,0;0,0;Lead;4,7195997003198e-07;RUEA;-70,88486423883724;-34,228629165859914
136926;75946;AGRICOLA TARAPACA S.A.;FABRICA ALIMENTOS BALANCEADOS ARICA;Otras industrias manufactureras;Elaboración de piensos preparados para animales;Elaboración de piensos preparados para animales;Arica y Parinacota;Arica;Arica;363319,0;7958196,0;19,0;IN-GEV-11579;Caldera Industrial (Generadora de Vapor o Agua Caliente);Gas Licuado de Petróleo;0,0;Petróleo N 2 (Diesel);4,6890975277847e-07;0,0;Lead;4,6890975277847e-07;RUEA;-70,29444200397987;-18,462129669414097
136929;11678;GOODYEAR DE CHILE S A I C;GOODYEAR DE CHILE S.A.I.C. (2);Industria química, del plástico y caucho;"Fabricación de cubiertas y cámaras de caucho; recauchutado y renovación de cubiertas de caucho";"Fabricación de cubiertas y cámaras de caucho; recauchutado y renovación de cubiertas de caucho";Metropolitana de Santiago;Santiago;Maipú;336952,0;6288449,0;19,0;IN-GEV-19891;Caldera Industrial (Generadora de Vapor o Agua Caliente);Gas Natural;4,6874579905045e-07;Gas Licuado de Petróleo;0,0;0,0;Lead;4,6874579905045e-07;RUEA;-70,75588866286698;-33,531130660222466
137035;2438;SOC PROCESADORA DE LECHE DEL SUR S A;PLANTA OSORNO;Otras industrias manufactureras;Elaboración de productos lácteos;Elaboración de productos lácteos;Los Lagos;Osorno;Osorno;656490,0;5509722,0;18,0;IN-GEV-19414;Caldera Industrial (Generadora de Vapor o Agua Caliente);Gas Natural;4,6094727705942e-07;Gas Licuado de Petróleo;0,0;0,0;Arsenic;4,6094727705942e-07;RUEA;-73,15187747895337;-40,54848835180388
137115;5461310;SERVICIO DE SALUD HOSPITAL QUELLON;HOSPITAL DE QUELLON;Otras actividades;Actividades de hospitales y clínicas públicas;Actividades de hospitales públicos y privados;Los Lagos;Chiloé;Quellón;608658,0;5223099,0;18,0;CA-OR-19295;Caldera Agua Caliente;Leña;4,5350246019578e-07;Viruta, Despuntes;0,0;0,0;Lead;4,5350246019578e-07;RUEA;-73,66394429531228;-43,13705495025567
137121;4592462;PURATOS DE CHILE SPA;PURATOS DE CHILE SPA;Otras industrias manufactureras;Elaboración de productos de panadería y pastelería;Elaboración de productos de panadería;Metropolitana de Santiago;Santiago;Cerrillos;340525,0;6289195,0;19,0;IN-GEV-27762;Caldera Industrial (Generadora de Vapor o Agua Caliente);Gas Natural;4,5287397195663e-07;Gas Licuado de Petróleo;0,0;0,0;Arsenic;4,5287397195663e-07;RUEA;-70,71729273985781;-33,52494456732575
137134;171;VINEDOS FAMILIA CHADWICK SPA;VIÑA ERRAZURIZ S.A.;Otras industrias manufactureras;Elaboración de vinos;Elaboración de vinos;Valparaíso;San Felipe de Aconcagua;Panquehue;328896,0;6369571,0;19,0;CA-OR-12477;Caldera Agua Caliente;Biomasa Combustible;4,4972327302749e-07;Biomasa Combustible;0,0;0,0;Mercury;4,4972327302749e-07;RUEA;-70,827366663051;-32,79851512075412
137180;5442781;CLINICA ALEMANA DE SANTIAGO S A;CLINICA DE LA MUJER;Otras actividades;Actividades de hospitales y clínicas privadas;Actividades de hospitales públicos y privados;Metropolitana de Santiago;Santiago;Vitacura;353779,0;6304072,0;19,0;CA-OR-23595;Caldera Agua Caliente;Gas Natural;9,750368481633e-08;Petróleo N 2 (Diesel);3,493962914642e-07;0,0;Arsenic;4,4689997628053e-07;RUEA;-70,57219373314861;-33,39270560890176
137228;4585272;EJERCITO DE CHILE HOSPITAL MILITAR DE SANTIAGO;HOSPITAL MILITAR DE SANTIAGO;Otras actividades;Actividades de hospitales y clínicas públicas;Actividades de hospitales públicos y privados;Metropolitana de Santiago;0;La Reina;-33,451593295292;-70,539345262265;19,0;CA-OR-32093;Caldera Agua Caliente;Gas Natural;4,4403178065357e-07;Petróleo N 2 (Diesel);0,0;0,0;Arsenic;4,4403178065357e-07;RUEA;-159,24102048854337;-85,52581431663867
137403;11678;GOODYEAR DE CHILE S A I C;GOODYEAR DE CHILE S.A.I.C. (2);Industria química, del plástico y caucho;"Fabricación de cubiertas y cámaras de caucho; recauchutado y renovación de cubiertas de caucho";"Fabricación de cubiertas y cámaras de caucho; recauchutado y renovación de cubiertas de caucho";Metropolitana de Santiago;Santiago;Maipú;336952,0;6288449,0;19,0;IN-GEV-19982;Caldera Industrial (Generadora de Vapor o Agua Caliente);Gas Natural;4,3221161154834e-07;Petróleo N 2 (Diesel);0,0;0,0;Mercury;4,3221161154834e-07;RUEA;-70,75588866286698;-33,531130660222466
137458;5442781;CLINICA ALEMANA DE SANTIAGO S A;CLINICA DE LA MUJER;Otras actividades;Actividades de hospitales y clínicas privadas;Actividades de hospitales públicos y privados;Metropolitana de Santiago;Santiago;Vitacura;353779,0;6304072,0;19,0;CA-OR-23594;Caldera Agua Caliente;Gas Natural;7,9775742122452e-08;Petróleo N 2 (Diesel);3,493962914642e-07;0,0;Arsenic;4,29172033586652e-07;RUEA;-70,57219373314861;-33,39270560890176
137479;29391;AGROINDUSTRIAL ARICA S A;AGROINDUSTRIAL ARICA SA;Otras industrias manufactureras;Elaboración y conservación de carne y productos cárnicos;Elaboración y conservación de carne;Arica y Parinacota;Arica;Arica;362656,0;7957688,0;19,0;IN-GEV-13212;Caldera Industrial (Generadora de Vapor o Agua Caliente);Gas Licuado de Petróleo;0,0;Petróleo N 2 (Diesel);4,2753536282743e-07;0,0;Lead;4,2753536282743e-07;RUEA;-70,30075436964724;-18,46667691434291
137490;2079;INGOMAR S A;INGOMAR SA;Industria química, del plástico y caucho;Fabricación de otros productos de caucho;Fabricación de otros productos de caucho;Metropolitana de Santiago;Santiago;Quinta Normal;341058,0;6300297,0;19,0;IN-GEV-15500;Caldera Industrial (Generadora de Vapor o Agua Caliente);Gas Natural;4,2547062465308e-07;Petróleo N 2 (Diesel);0,0;0,0;Arsenic;4,2547062465308e-07;RUEA;-70,70958803984865;-33,42493219224062
137491;10210;CLINICA ALEMANA DE SANTIAGO S A;CLINICA ALEMANA DE SANTIAGO S.A.;Otras actividades;Actividades de hospitales y clínicas privadas;Actividades de hospitales públicos y privados;Metropolitana de Santiago;Santiago;Vitacura;353599,0;6304195,0;19,0;CA-OR-23615;Caldera Agua Caliente;Gas Natural;3,634228252245e-07;Petróleo N 2 (Diesel);6,1981646597391e-08;0,0;Benzene;4,25404471821891e-07;RUEA;-70,57410849342273;-33,391572060896785
137492;10210;CLINICA ALEMANA DE SANTIAGO S A;CLINICA ALEMANA DE SANTIAGO S.A.;Otras actividades;Actividades de hospitales y clínicas privadas;Actividades de hospitales públicos y privados;Metropolitana de Santiago;Santiago;Vitacura;353599,0;6304195,0;19,0;CA-OR-23616;Caldera Agua Caliente;Gas Natural;3,634228252245e-07;Petróleo N 2 (Diesel);6,1981646597391e-08;0,0;Benzene;4,25404471821891e-07;RUEA;-70,57410849342273;-33,391572060896785
137526;9899;CLINICA LAS CONDES S A;CLINICA LAS CONDES;Otras actividades;Actividades de hospitales y clínicas privadas;Actividades de hospitales públicos y privados;Metropolitana de Santiago;Santiago;Las Condes;357665,0;6305112,0;19,0;CA-OR-23984;Caldera Agua Caliente;Gas Natural;4,216717797901e-07;Petróleo N 2 (Diesel);0,0;0,0;Arsenic;4,216717797901e-07;RUEA;-70,53025959451627;-33,38385061598127
137553;4585272;EJERCITO DE CHILE HOSPITAL MILITAR DE SANTIAGO;HOSPITAL MILITAR DE SANTIAGO;Otras actividades;Actividades de hospitales y clínicas públicas;Actividades de hospitales públicos y privados;Metropolitana de Santiago;0;La Reina;-33,451593295292;-70,539345262265;19,0;CA-OR-31757;Caldera Agua Caliente;Gas Natural;4,1936334839504e-07;Petróleo N 2 (Diesel);0,0;0,0;Arsenic;4,1936334839504e-07;RUEA;-159,24102048854337;-85,52581431663867
137578;5458429;HOSPITAL CLINICO METROPOLITANO DE LA FLORIDA DOCTORA ELOISA DIAZ;HOSPITAL LA FLORIDA;Otras actividades;Actividades de hospitales y clínicas públicas;Actividades de hospitales públicos y privados;Metropolitana de Santiago;0;La Florida;-33,533331373998;-70,583328252344;19,0;CA-OR-33285;Caldera Agua Caliente;Gas Natural;4,1650112983772e-07;Petróleo N 2 (Diesel);0,0;0,0;Lead;4,1650112983772e-07;RUEA;-159,24102548358897;-85,52581358507724
137597;5458429;HOSPITAL CLINICO METROPOLITANO DE LA FLORIDA DOCTORA ELOISA DIAZ;HOSPITAL LA FLORIDA;Otras actividades;Actividades de hospitales y clínicas públicas;Actividades de hospitales públicos y privados;Metropolitana de Santiago;0;La Florida;-33,533331373998;-70,583328252344;19,0;CA-OR-33287;Caldera Agua Caliente;Gas Natural;4,1491827781148e-07;Petróleo N 2 (Diesel);0,0;0,0;Lead;4,1491827781148e-07;RUEA;-159,24102548358897;-85,52581358507724
137609;5458429;HOSPITAL CLINICO METROPOLITANO DE LA FLORIDA DOCTORA ELOISA DIAZ;HOSPITAL LA FLORIDA;Otras actividades;Actividades de hospitales y clínicas públicas;Actividades de hospitales públicos y privados;Metropolitana de Santiago;0;La Florida;-33,533331373998;-70,583328252344;19,0;CA-OR-33286;Caldera Agua Caliente;Gas Natural;4,1386304312732e-07;Petróleo N 2 (Diesel);0,0;0,0;Lead;4,1386304312732e-07;RUEA;-159,24102548358897;-85,52581358507724
137651;4585771;SQM INDUSTRIAL S.A.;FAENA PEDRO DE VALDIVIA;Otras industrias manufactureras;Fabricación de otros productos minerales no metálicos n.c.p.;Fabricación de otros productos minerales no metálicos n.c.p.;Antofagasta;Tocopilla;María Elena;430578,0;7501224,0;19,0;IN-GEV-18101;Caldera Industrial (Generadora de Vapor o Agua Caliente);Gas Natural;4,0964415576691e-07;Petróleo N 6;0,0;0,0;Mercury;4,0964415576691e-07;RUEA;-69,67539758527556;-22,59437909014629
137784;5481457;EDIFICIO PLAZA PEDRO DE VALDIVIA;COMUNIDAD PLAZA PEDRO DE VALDIVIA;Otras actividades;Servicios imputados de alquiler de viviendas;Actividades inmobiliarias realizadas con bienes propios o arrendados;Metropolitana de Santiago;0;Providencia;-33,437798;-70,6046904;19,0;CA-OR-33049;Caldera Agua Caliente;Gas Natural;4,0331069628573e-07;Gas Natural;0,0;0,0;Benzene;4,0331069628573e-07;RUEA;-159,24102797495496;-85,52581443736563
137794;11651;CARLOS CRAMER PRODUCTOS AROMATICOS SACI;PLANTA LUCERNA 4925 CERRILLOS;Industria química, del plástico y caucho;Fabricación de otros productos químicos n.c.p.;Fabricación de otros productos químicos n.c.p.;Metropolitana de Santiago;Santiago;Cerrillos;342013,0;6293791,0;19,0;CA-OR-3993;Caldera Agua Caliente;Gas Natural;2,0098421888374e-07;Gas Natural;2,0179463912117e-07;0,0;Arsenic;4,0277885800491e-07;RUEA;-70,70046479216042;-33,483729703621
137799;245958;SERVICIO DE SALUD VINA DEL MAR QUILLOTA;HOSPITAL DE QUILPUE;Otras actividades;Actividades de hospitales y clínicas públicas;Actividades de hospitales públicos y privados;Valparaíso;Marga Marga;Quilpué;272798,0;6340399,0;19,0;CA-OR-16508;Caldera Agua Caliente;Petróleo N 2 (Diesel);4,0204504771224e-07;Petróleo N 2 (Diesel);0,0;0,0;Arsenic;4,0204504771224e-07;RUEA;-71,43326662244047;-33,05125253802041
137896;245136;MOLIBDENOS Y METALES S A;MOLYMETNOS;Minería;Extracción de otros minerales metalíferos no ferrosos n.c.p. (excepto zinc, plomo y manganeso);Extracción de otros minerales metalíferos no ferrosos, excepto cobre;Metropolitana de Santiago;Maipo;San Bernardo;342350,0;6277155,0;19,0;HR-PMM-2541;Horno Calcinadores;Gas Natural;3,9391910759671e-07;Gas Licuado de Petróleo;0,0;0,0;Lead;3,9391910759671e-07;RUEA;-70,69977515737295;-33,633762792373304
